file_id,,,
,2,calibration_divisor,uint32
,3,level_shift,uint32
,4,offset_cal,sint32
video_frame,,,
,253,timestamp,date_time
,0,timestamp_ms,uint16
,1,frame_number,uint32
obdii_data,,,
,253,timestamp,date_time
,0,timestamp_ms,uint16
,1,time_offset,uint16
,2,pid,byte
,3,raw_data,byte
,4,pid_data_size,uint8
,5,system_time,uint32
,6,start_timestamp,date_time
,7,start_timestamp_ms,uint16
nmea_sentence,,,
,253,timestamp,date_time
,0,timestamp_ms,uint16
,1,sentence,string
aviation_attitude,,,
,253,timestamp,date_time
,0,timestamp_ms,uint16
,1,system_time,uint32
,2,pitch,sint16
,3,roll,sint16
,4,accel_lateral,sint16
,5,accel_normal,sint16
,6,turn_rate,sint16
,7,stage,attitude_stage
,8,attitude_stage_complete,uint8
,9,track,uint16
,10,validity,attitude_validity
video,,,
,0,url,string
,1,hosting_provider,string
,2,duration,uint32
video_title,,,
,254,message_index,message_index
,0,message_count,uint16
,1,text,string
video_description,,,
,254,message_index,message_index
,0,message_count,uint16
,1,text,string
video_clip,,,
,0,clip_number,uint16
,1,start_timestamp,date_time
,2,start_timestamp_ms,uint16
,3,end_timestamp,date_time
,4,end_timestamp_ms,uint16
,6,clip_start,uint32
,7,clip_end,uint32
set,,,
,254,timestamp,date_time
,0,duration,uint32
,3,repetitions,uint16
,4,weight,uint16
,5,set_type,set_type
,6,start_time,date_time
,7,category,exercise_category
,8,category_subtype,uint16
,9,weight_display_unit,fit_base_unit
,10,message_index,message_index
,11,wkt_step_index,message_index
jump,,,
,253,timestamp,date_time
,0,distance,float32
,1,height,float32
,2,rotations,uint8
,3,hang_time,float32
,4,score,float32
,5,position_lat,sint32
,6,position_long,sint32
,7,speed,uint16
,8,enhanced_speed,uint32
climb_pro,,,
,253,timestamp,date_time
,0,position_lat,sint32
,1,position_long,sint32
,2,climb_pro_event,climb_pro_event
,3,climb_number,uint16
,4,climb_category,uint8
,5,current_dist,float32
field_description,,,
,0,developer_data_index,uint8
,1,field_definition_number,uint8
,2,fit_base_type_id,fit_base_type
,3,field_name,string
,4,array,uint8
,5,components,string
,6,scale,uint8
,7,offset,sint8
,8,units,string
,9,bits,string
,10,accumulate,string
,13,fit_base_unit_id,fit_base_unit
,14,native_mesg_num,mesg_num
,15,native_field_num,uint8
developer_data_id,,,
,0,developer_id,byte
,1,application_id,byte
,2,manufacturer_id,manufacturer
,3,developer_data_index,uint8
,4,application_version,uint32
course,,,
,4,sport,sport
,5,name,string
,6,capabilities,course_capabilities
,7,sub_sport,sub_sport
course_point,,,
,254,message_index,message_index
,1,timestamp,date_time
,2,position_lat,sint32
,3,position_long,sint32
,4,distance,uint32
,5,type,course_point
,6,name,string
,8,favorite,bool
segment_id,,,
,0,name,string
,1,uuid,string
,2,sport,sport
,3,enabled,bool
,4,user_profile_primary_key,uint32
,5,device_id,uint32
,6,default_race_leader,uint8
,7,delete_status,segment_delete_status
,8,selection_type,segment_selection_type
segment_leaderboard_entry,,,
,254,message_index,message_index
,0,name,string
,1,type,segment_leaderboard_type
,2,group_primary_key,uint32
,3,activity_id,uint32
,4,segment_time,uint32
,5,activity_id_string,string
segment_point,,,
,254,message_index,message_index
,1,position_lat,sint32
,2,position_long,sint32
,3,distance,uint32
,4,altitude,uint16
,5,leader_time,uint32
segment_lap,,,
,254,message_index,message_index
,253,timestamp,date_time
,0,event,event
,1,event_type,event_type
,2,start_time,date_time
,3,start_position_lat,sint32
,4,start_position_long,sint32
,5,end_position_lat,sint32
,6,end_position_long,sint32
,7,total_elapsed_time,uint32
,8,total_timer_time,uint32
,9,total_distance,uint32
,10,total_cycles,uint32
,,total_strokes,uint32
,11,total_calories,uint16
,12,total_fat_calories,uint16
,13,avg_speed,uint16
,14,max_speed,uint16
,15,avg_heart_rate,uint8
,16,max_heart_rate,uint8
,17,avg_cadence,uint8
,18,max_cadence,uint8
,19,avg_power,uint16
,20,max_power,uint16
,21,total_ascent,uint16
,22,total_descent,uint16
,23,sport,sport
,24,event_group,uint8
,25,nec_lat,sint32
,26,nec_long,sint32
,27,swc_lat,sint32
,28,swc_long,sint32
,29,name,string
,30,normalized_power,uint16
,31,left_right_balance,left_right_balance_100
,32,sub_sport,sub_sport
,33,total_work,uint32
,34,avg_altitude,uint16
,35,max_altitude,uint16
,36,gps_accuracy,uint8
,37,avg_grade,sint16
,38,avg_pos_grade,sint16
,39,avg_neg_grade,sint16
,40,max_pos_grade,sint16
,41,max_neg_grade,sint16
,42,avg_temperature,sint8
,43,max_temperature,sint8
,44,total_moving_time,uint32
,45,avg_pos_vertical_speed,sint16
,46,avg_neg_vertical_speed,sint16
,47,max_pos_vertical_speed,sint16
,48,max_neg_vertical_speed,sint16
,49,time_in_hr_zone,uint32
,50,time_in_speed_zone,uint32
,51,time_in_cadence_zone,uint32
,52,time_in_power_zone,uint32
,53,repetition_num,uint16
,54,min_altitude,uint16
,55,min_heart_rate,uint8
,56,active_time,uint32
,57,wkt_step_index,message_index
,58,sport_event,sport_event
,59,avg_left_torque_effectiveness,uint8
,60,avg_right_torque_effectiveness,uint8
,61,avg_left_pedal_smoothness,uint8
,62,avg_right_pedal_smoothness,uint8
,63,avg_combined_pedal_smoothness,uint8
,64,status,segment_lap_status
,65,uuid,string
,66,avg_fractional_cadence,uint8
,67,max_fractional_cadence,uint8
,68,total_fractional_cycles,uint8
,69,front_gear_shift_count,uint16
,70,rear_gear_shift_count,uint16
,71,time_standing,uint32
,72,stand_count,uint16
,73,avg_left_pco,sint8
,74,avg_right_pco,sint8
,75,avg_left_power_phase,uint8
,76,avg_left_power_phase_peak,uint8
,77,avg_right_power_phase,uint8
,78,avg_right_power_phase_peak,uint8
,79,avg_power_position,uint16
,80,max_power_position,uint16
,81,avg_cadence_position,uint8
,82,max_cadence_position,uint8
,83,manufacturer,manufacturer
,84,total_grit,float32
